"","","2015","2015","2014","2014","2013","2013","2012","2012","2011","2011","2010","2010","2009","2009","2008","2008","2007","2007","2006","2006","2005","2005","2004","2004","2003","2003","2002","2002","2001","2001","2000","2000"
"Indicator","Age Group"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"
"nLx - person-years lived between ages x and x+n"," 20-24 years","434617.5","439275.1","431993","436842","431703.6","435934.4","429850.9","434021.6","428235.8","432279.3","426716.8","430574.2","425478.1","429052.5","423388.3","426950.9","420884.2","424621.2","419895.8","423246.2","419548","422245","417819.5","420238","415927.6","418208","413638.8","415873","409145.9","412816.1","406883","410637.5"
"nLx - person-years lived between ages x and x+n"," 25-29 years","425908.3","432095.6","422659.5","429356.6","423002.8","428549.2","420943.9","426458.7","419249.2","424577.5","417678","422727.9","416539.2","421107.7","414102.5","418767.5","411071.5","416137","410459.8","414738.3","410908.7","413839.3","409208.3","411717.1","407361.1","409564.3","404932.8","407032.1","398350.7","403497.2","395677.7","401114.9"
"nLx - person-years lived between ages x and x+n"," 30-34 years","417115","424130.4","413270.5","421088.3","414146.9","420350.5","411869.7","418072.9","410068.4","416037.8","408408.5","414023.2","407314","412278.8","404520.5","409689.5","400968.8","406751.4","400666.5","405306.6","401821.1","404480.7","400134.6","402244.1","398310.6","399960.1","395726.5","397221.8","387203.6","393254.2","384163.3","390672.3"
"nLx - person-years lived between ages x and x+n"," 35-39 years","407436.2","415120.3","403041.9","411775.1","404338.3","411084.2","401834.3","408612.2","399899.8","406415.6","398108.2","404225","396995.5","402346.4","393846.4","399509.3","389803.8","396267.2","389729.2","394765.5","391453.4","393990.6","389762.6","391644.8","387931.7","389225.8","385167.1","386276.8","375060.8","381936.6","371712.8","379164.9"
"nLx - person-years lived between ages x and x+n"," 40-44 years","395896.7","404666.8","391020.6","401029","392603.8","400382.7","389873.8","397725.2","387783.4","395378","385814.4","393016.4","384617.4","391010.8","381134","387944.2","376658.3","384418.5","376704.2","382859.5","378803.9","382120.8","377090","379682.9","375214.8","377137.3","372251.9","373982.8","361073.2","369345.3","357495.5","366404.5"
"nLx - person-years lived between ages x and x+n"," 45-49 years","381197.4","392029.1","375924.2","388127","377678.9","387535.2","374742.8","384717.4","372493.2","382246.7","370319.6","379734.6","368993.2","377624.9","365218.9","374366","360387.5","370594.4","360461.7","368988.2","362754.2","368278.2","361016.9","365782.4","359076.3","363133.3","355918.8","359793.7","344166.7","354952.3","340442.2","351880.2"
"nLx - person-years lived between ages x and x+n"," 50-54 years","361506.5","375728.1","355934.3","371593.1","357758.8","371042.5","354647.3","368081.3","352251.2","365502.3","349866.8","362845.7","348391.8","360638.7","344388.5","357217.3","339295.3","353235.2","339329.3","351576","341663.3","350866.3","339912.6","348339","337905.6","345601.3","334568","342093.3","322660.6","337137.8","318871.6","333963.5"
"nLx - person-years lived between ages x and x+n"," 55-59 years","334611.8","354074","328884.8","349751.3","330678.3","349203.3","327452.1","346115","324954.5","343439.9","322382.4","340639.3","320766.7","338333.7","316631","334780.9","311408.6","330630.9","311351.6","328894.2","313593.9","328128.9","311862","325580.6","309817","322762.8","306318.6","319091.4","294741.6","314149.5","291007","310911.2"
"nLx - person-years lived between ages x and x+n"," 60-64 years","298263.3","324430.1","292599","320002.2","294231.2","319399.8","290987.8","316214.9","288462.4","313458.1","285758.4","310515","284033.6","308102.9","279916.3","304462.1","274768.7","300214.2","274576.9","298376.6","276566.4","297493.4","274901.7","294953.8","272869","292083.4","269258.3","288260.5","258641.4","283531.4","255112.8","280295.3"
"nLx - person-years lived between ages x and x+n"," 65-69 years","250967.1","283424.2","245663.3","279049.3","246990","278347.1","243880","275155.9","241442.8","272391.8","238717.8","269377.7","236952.6","266919.1","233070.3","263316.8","228277.3","259125.5","227911.8","257217.3","229463.1","256192.5","227927.6","253750.4","225983.1","250915.8","222380.8","247035.2","213401.6","242778.1","210256.2","239665"
"nLx - person-years lived between ages x and x+n"," 70-74 years","192928.8","228437.4","188376.2","224404.5","189303.5","223633.6","186559.8","220647.1","184392.4","218064.3","181861.5","215184.3","180195.7","212850.8","176838.8","209540.2","172749.9","205694.9","172242","203836.9","173255.9","202721.8","171956.7","200535.6","170239.8","197921.9","166943.8","194257.8","160137","190755.3","157578.9","187978.8"
"nLx - person-years lived between ages x and x+n"," 75-79 years","128296.2","160907.2","124885.6","157616.1","125381","156876.2","123261","154402.9","121558","152257.4","119502.6","149819.4","118117.1","147847.2","115582","145155.4","112545.5","142042.8","111998.8","140440.4","112483.3","139377.8","111516.7","137652.5","110187.6","135524.2","107628.5","132514.8","103192.1","129977.9","101384.6","127795.7"
"nLx - person-years lived between ages x and x+n"," 80-84 years","67988.47","91359.47","65934.55","89175.28","66108.84","88626.73","64796.02","86973.99","63720.74","85537.54","62388.24","83878.6","61470.3","82542.44","59937.41","80782.55","58132.65","78746.99","57701.13","77638.88","57818.65","76838.36","57244.62","75754.63","56421.22","74356.75","54858.01","72387.51","52576.8","70905.16","51558.15","69524.65"
"nLx - person-years lived between ages x and x+n"," 85+ years","32338.04","49335.68","31187.23","47885.23","31235.54","47554.24","30491.88","46489.59","29879.37","45580.16","29087.13","44491.85","28547.34","43644.07","27709.15","42549.36","26719.02","41237.52","26418.97","40492.44","26368.87","39892.21","26098.45","39306.85","25629.61","38408.98","24740.37","37150.14","23743.86","36360.88","23226.73","35520.33"
"Tx - person-years lived above age x"," &lt;1 year","5928326","6188042","5864170","6134128","5873647","6120328","5833856","6079571","5801453","6043353","5768393","6005721","5745168","5973634","5697121","5928228","5637904","5876499","5628093","5849679","5639859","5832495","5613128","5796331","5582287","5757019","5536197","5707992","5417356","5648686","5371855","5606246"
"Tx - person-years lived above age x"," 1-4 years","5833620","6092819","5769575","6039035","5779145","6025356","5739459","5984717","5707153","5948582","5674180","5911006","5651039","5878981","5603072","5833633","5543953","5781975","5534228","5755238","5546090","5738152","5519468","5702094","5488747","5662893","5442779","5613961","5324051","5554743","5278664","5512384"
"Tx - person-years lived above age x"," 5-9 years","5467987","5724147","5404935","5671341","5415471","5658607","5376782","5618943","5345463","5583793","5313419","5547177","5291209","5516146","5244200","5471798","5186133","5421124","5177543","5395432","5190623","5379469","5165272","5344625","5135914","5306653","5091266","5258898","4973818","5200817","4929633","5159529"
"Tx - person-years lived above age x"," 10-14 years","5017567","5270259","4955964","5218956","4967781","5207514","4930546","5169319","4900674","5135624","4869984","5100418","4849107","5070773","4803544","5027928","4747044","4978786","4740033","4954592","4754728","4940166","4731145","4907114","4703706","4870938","4660972","4824983","4545447","4768696","4502958","4729044"
"Tx - person-years lived above age x"," 15-19  years","4571007","4820398","4511197","4770952","4524160","4760729","4488501","4724149","4460143","4691999","4430885","4658298","4411363","4630084","4367423","4588934","4312729","4541578","4307202","4518842","4323266","4505774","4301458","4474578","4275955","4440269","4235256","4396291","4122029","4342147","4081344","4304298"
"Tx - person-years lived above age x"," 20-24 years","4129071","4375014","4071375","4327695","4085162","4318520","4051192","4283689","4024392","4253167","3996611","4221053","3978413","4194300","3936284","4155032","3883671","4109718","3879448","4088377","3896503","4076466","3876452","4047183","3852875","4014804","3814332","3972971","3704096","3921398","3665371","3885529"
"Tx - person-years lived above age x"," 25-29 years","3694454","3935738","3639382","3890853","3653458","3882586","3621341","3849667","3596156","3820887","3569894","3790479","3552935","3765247","3512896","3728081","3462787","3685097","3459552","3665131","3476955","3654221","3458633","3626945","3436948","3596596","3400693","3557098","3294950","3508582","3258488","3474891"
"Tx - person-years lived above age x"," 30-34 years","3268546","3503643","3216722","3461496","3230455","3454036","3200397","3423209","3176907","3396310","3152216","3367751","3136395","3344140","3098794","3309314","3051716","3268960","3049092","3250392","3066046","3240382","3049425","3215228","3029586","3187032","2995761","3150066","2896600","3105084","2862810","3073776"
"Tx - person-years lived above age x"," 35-39 years","2851431","3079512","2803452","3040408","2816308","3033686","2788527","3005136","2766838","2980272","2743807","2953728","2729081","2931861","2694273","2899624","2650747","2862208","2648426","2845086","2664225","2835901","2649290","2812984","2631276","2787072","2600034","2752844","2509396","2711830","2478647","2683104"
"Tx - person-years lived above age x"," 40-44 years","2443994","2664392","2400410","2628633","2411970","2622602","2386693","2596523","2366938","2573856","2345699","2549503","2332086","2529514","2300427","2500115","2260943","2465941","2258697","2450320","2272772","2441910","2259528","2421339","2243344","2397846","2214867","2366567","2134335","2329894","2106934","2303939"
"Tx - person-years lived above age x"," 45-49 years","2048098","2259725","2009389","2227604","2019366","2222219","1996819","2198798","1979155","2178478","1959885","2156486","1947468","2138504","1919292","2112171","1884285","2081522","1881992","2067461","1893968","2059789","1882437","2041656","1868129","2020709","1842615","1992584","1773262","1960548","1749438","1937535"
"Tx - person-years lived above age x"," 50-54 years","1666900","1867696","1633465","1839477","1641687","1834684","1622076","1814081","1606662","1796232","1589565","1776752","1578475","1760879","1554074","1737805","1523897","1710928","1521531","1698473","1531214","1691511","1521421","1675874","1509053","1657575","1486696","1632791","1429095","1605596","1408996","1585655"
"Tx - person-years lived above age x"," 55-59 years","1305394","1491968","1277531","1467884","1283928","1463641","1267429","1445999","1254410","1430729","1239698","1413906","1230083","1400240","1209685","1380587","1184602","1357693","1182201","1346897","1189550","1340645","1181508","1327535","1171147","1311974","1152128","1290697","1106434","1268458","1090124","1251691"
"Tx - person-years lived above age x"," 60-64 years","970781.9","1137894","948645.8","1118133","953250.1","1114438","939976.5","1099884","929455.8","1087289","917315.6","1073267","909316.6","1061907","893054","1045806","873193.1","1027062","870849.7","1018002","875956.2","1012516","869645.9","1001954","861330.4","989211.1","845809.8","971605.9","811692.8","954308.8","799117.4","940779.9"
"Tx - person-years lived above age x"," 65-69 years","672518.6","813463.9","656046.8","798130.4","659018.9","795037.9","648988.7","783669.4","640993.3","773831.3","631557.3","762751.8","625283","753803.6","613137.7","741344.3","598424.4","726847.8","596272.8","719625.9","599389.8","715022.8","594744.1","707000.1","588461.4","697127.7","576551.4","683345.4","553051.4","670777.3","544004.6","660484.6"
"Tx - person-years lived above age x"," 70-74 years","421551.5","530039.8","410383.6","519081.1","412028.9","516690.8","405108.7","508513.6","399550.6","501439.4","392839.5","493374.1","388330.4","486884.5","380067.4","478027.5","370147.1","467722.3","368361","462408.6","369926.7","458830.2","366816.5","453249.6","362478.3","446211.9","354170.7","436310.2","339649.8","427999.2","333748.3","420819.5"
"Tx - person-years lived above age x"," 75-79 years","228622.7","301602.4","222007.4","294676.6","222725.4","293057.2","218548.8","287866.4","215158.1","283375.1","210978","278189.8","208134.8","274033.8","203228.6","268487.3","197397.1","262027.3","196118.9","258571.7","196670.8","256108.4","194859.8","252714","192238.4","248290","187226.8","242052.4","179512.8","237243.9","176169.5","232840.7"
"Tx - person-years lived above age x"," 80-84 years","100326.5","140695.2","97121.77","137060.5","97344.38","136181","95287.89","133463.6","93600.11","131117.7","91475.38","128370.5","90017.63","126186.5","87646.56","123331.9","84851.66","119984.5","84120.09","118131.3","84187.52","116730.6","83343.07","115061.5","82050.83","112765.7","79598.38","109537.6","76320.66","107266","74784.89","105045"
"Tx - person-years lived above age x"," 85+ years","32338.04","49335.68","31187.23","47885.23","31235.54","47554.24","30491.88","46489.59","29879.37","45580.16","29087.13","44491.85","28547.34","43644.07","27709.15","42549.36","26719.02","41237.52","26418.97","40492.44","26368.87","39892.21","26098.45","39306.85","25629.61","38408.98","24740.37","37150.14","23743.86","36360.88","23226.73","35520.33"
"ex - expectation of life at age x"," &lt;1 year","59.3","61.9","58.6","61.3","58.7","61.2","58.3","60.8","58","60.4","57.7","60.1","57.5","59.7","57","59.3","56.4","58.8","56.3","58.5","56.4","58.3","56.1","58","55.8","57.6","55.4","57.1","54.2","56.5","53.7","56.1"
"ex - expectation of life at age x"," 1-4 years","62.7","65","62.2","64.5","62.4","64.5","62.1","64.2","61.9","63.9","61.6","63.6","61.5","63.4","61.1","63","60.6","62.6","60.6","62.4","60.9","62.4","60.7","62.1","60.6","61.8","60.2","61.4","59.1","60.9","58.7","60.6"
"ex - expectation of life at age x"," 5-9 years","60.4","62.7","59.9","62.3","60.2","62.4","59.9","62.1","59.8","62","59.6","61.7","59.5","61.6","59.2","61.3","58.7","60.9","58.8","60.8","59.2","60.8","59.1","60.7","59.1","60.5","58.8","60.2","57.7","59.8","57.4","59.5"
"ex - expectation of life at age x"," 10-14 years","55.9","58.3","55.5","58","55.8","58","55.5","57.8","55.4","57.6","55.2","57.4","55.1","57.3","54.8","57","54.4","56.6","54.5","56.6","54.9","56.6","54.8","56.4","54.7","56.3","54.5","56","53.4","55.6","53.1","55.3"
"ex - expectation of life at age x"," 15-19  years","51.4","53.8","50.9","53.5","51.2","53.5","51","53.3","50.8","53.1","50.7","52.9","50.6","52.8","50.3","52.5","49.9","52.2","50","52.1","50.3","52.1","50.3","52","50.2","51.8","50","51.6","48.9","51.2","48.7","51"
"ex - expectation of life at age x"," 20-24 years","47","49.4","46.6","49.1","46.9","49.2","46.7","49","46.5","48.8","46.4","48.6","46.3","48.5","46","48.2","45.6","48","45.7","47.9","46","47.8","45.9","47.7","45.9","47.6","45.7","47.3","44.7","47","44.5","46.8"
"ex - expectation of life at age x"," 25-29 years","42.9","45.2","42.6","44.9","42.8","44.9","42.6","44.7","42.4","44.6","42.3","44.4","42.2","44.3","42","44.1","41.6","43.8","41.7","43.7","41.9","43.7","41.8","43.6","41.7","43.4","41.5","43.2","40.8","43","40.6","42.8"
"ex - expectation of life at age x"," 30-34 years","38.8","40.9","38.5","40.7","38.6","40.7","38.4","40.5","38.3","40.4","38.2","40.2","38.1","40.1","37.8","39.9","37.6","39.7","37.6","39.6","37.7","39.6","37.7","39.5","37.6","39.4","37.4","39.2","36.9","39","36.7","38.8"
"ex - expectation of life at age x"," 35-39 years","34.6","36.7","34.3","36.5","34.4","36.5","34.3","36.3","34.1","36.2","34","36.1","33.9","36","33.7","35.8","33.5","35.6","33.5","35.5","33.6","35.5","33.5","35.4","33.4","35.3","33.3","35.1","32.9","35","32.8","34.8"
"ex - expectation of life at age x"," 40-44 years","30.4","32.5","30.2","32.3","30.2","32.3","30.1","32.2","30","32.1","29.9","32","29.8","31.9","29.7","31.7","29.5","31.6","29.4","31.5","29.5","31.4","29.4","31.4","29.4","31.3","29.2","31.1","29","31","28.9","30.9"
"ex - expectation of life at age x"," 45-49 years","26.3","28.3","26.2","28.2","26.2","28.2","26.1","28.1","26","28","25.9","27.9","25.8","27.8","25.7","27.7","25.5","27.5","25.5","27.5","25.5","27.4","25.5","27.4","25.4","27.3","25.3","27.1","25.1","27","25","26.9"
"ex - expectation of life at age x"," 50-54 years","22.4","24.3","22.3","24.2","22.3","24.1","22.2","24","22.1","24","22","23.9","21.9","23.8","21.8","23.7","21.7","23.6","21.7","23.5","21.7","23.5","21.6","23.4","21.6","23.3","21.5","23.2","21.4","23.1","21.3","23.1"
"ex - expectation of life at age x"," 55-59 years","18.7","20.4","18.6","20.3","18.6","20.3","18.5","20.2","18.4","20.1","18.4","20","18.3","20","18.2","19.9","18.1","19.8","18.1","19.7","18.1","19.7","18.1","19.6","18","19.6","17.9","19.5","17.9","19.4","17.8","19.4"
"ex - expectation of life at age x"," 60-64 years","15.3","16.7","15.2","16.6","15.2","16.6","15.1","16.5","15.1","16.5","15","16.4","14.9","16.3","14.9","16.3","14.8","16.2","14.8","16.1","14.8","16.1","14.7","16.1","14.7","16","14.6","15.9","14.6","15.9","14.6","15.8"
"ex - expectation of life at age x"," 65-69 years","12.2","13.3","12.1","13.2","12.1","13.2","12.1","13.2","12","13.1","12","13.1","11.9","13","11.9","13","11.8","12.9","11.8","12.9","11.8","12.8","11.8","12.8","11.7","12.8","11.7","12.7","11.6","12.7","11.6","12.6"
"ex - expectation of life at age x"," 70-74 years","9.4","10.3","9.4","10.2","9.4","10.2","9.3","10.2","9.3","10.1","9.3","10.1","9.2","10","9.2","10","9.2","10","9.1","9.9","9.1","9.9","9.1","9.9","9.1","9.8","9","9.8","9","9.8","9","9.7"
"ex - expectation of life at age x"," 75-79 years","7.1","7.7","7.1","7.7","7.1","7.6","7","7.6","7","7.6","7","7.6","7","7.5","6.9","7.5","6.9","7.5","6.9","7.5","6.9","7.4","6.9","7.4","6.8","7.4","6.8","7.4","6.8","7.4","6.8","7.3"
"ex - expectation of life at age x"," 80-84 years","5.2","5.6","5.2","5.6","5.2","5.6","5.2","5.6","5.2","5.6","5.1","5.5","5.1","5.5","5.1","5.5","5.1","5.5","5.1","5.5","5.1","5.5","5.1","5.5","5","5.4","5","5.4","5","5.4","5","5.4"
"ex - expectation of life at age x"," 85+ years","3.8","4.1","3.8","4.1","3.7","4.1","3.7","4.1","3.7","4.1","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4","3.7","4"
